0,
1,task:Sleep,0.0task:Diffuse,0.0842
2,task:Sleep,0.0task:Diffuse,0.0842
3,task:Sleep,0.0task:Diffuse,0.0842
4,task:Sleep,0.0task:Diffuse,0.0842
5,task:10-0,4.306353666864833task:Sleep,0.0task:Diffuse,0.0842
6,task:Sleep,0.0task:Diffuse,0.0842
7,task:10-0,5.029927437353075task:Sleep,0.0task:Diffuse,0.0842
8,task:10-0,6.939524036678275task:Sleep,0.0task:Diffuse,0.0842
9,task:Sleep,0.0task:Diffuse,0.0842
10,task:Sleep,0.0task:Diffuse,0.0842
11,task:Sleep,0.0task:Diffuse,0.0842
12,task:10-0,4.306353666864833task:Sleep,0.0task:Diffuse,0.0842
13,task:Sleep,0.0task:Diffuse,0.0842
14,task:Sleep,0.0task:Diffuse,0.0842
15,task:Sleep,0.0task:Diffuse,0.0842
16,task:Sleep,0.0task:Diffuse,0.0842
17,task:Sleep,0.0task:Diffuse,0.0842
18,task:10-0,0.0task:Sleep,0.0task:Diffuse,0.0842
