0,
1,task:Sleep,0.0task:Diffuse,0.0842
2,task:Sleep,0.0task:Diffuse,0.0842
3,task:10-0,5.37456947593129task:Sleep,0.0task:Diffuse,0.0842
4,task:10-0,5.37456947593129task:Sleep,0.0task:Diffuse,0.0842
5,task:Sleep,0.0task:Diffuse,0.0842
6,task:10-0,0.0task:Sleep,0.0task:Diffuse,0.0842
7,task:10-0,0.0task:Sleep,0.0task:Diffuse,0.0842
8,task:10-0,0.0task:Sleep,0.0task:Diffuse,0.0842
9,task:10-0,5.37456947593129task:Sleep,0.0task:Diffuse,0.0842
10,task:Sleep,0.0task:Diffuse,0.0842
11,task:Sleep,0.0task:Diffuse,0.0842
12,task:Sleep,0.0task:Diffuse,0.0842
13,task:Sleep,0.0task:Diffuse,0.0842
14,task:Sleep,0.0task:Diffuse,0.0842
15,task:Sleep,0.0task:Diffuse,0.0842
16,task:Sleep,0.0task:Diffuse,0.0842
17,task:Sleep,0.0task:Diffuse,0.0842
18,task:10-0,9.081284497879158task:Sleep,0.0task:Diffuse,0.0842
