0,
1,task:Sleep,0.0task:Diffuse,0.0842
2,task:Sleep,0.0task:Diffuse,0.0842
3,task:10-0,3.4473710045140233task:Sleep,0.0task:Diffuse,0.0842
4,task:10-0,4.442318366486092task:Sleep,0.0task:Diffuse,0.0842
5,task:Sleep,0.0task:Diffuse,0.0842
6,task:10-0,0.0task:Sleep,0.0task:Diffuse,0.0842
7,task:10-0,6.523879769026059task:Sleep,0.0task:Diffuse,0.0842
8,task:10-0,0.0task:Sleep,0.0task:Diffuse,0.0842
9,task:10-0,2.134468118822777E-7task:Sleep,0.0task:Diffuse,0.0842
10,task:Sleep,0.0task:Diffuse,0.0842
11,task:Sleep,0.0task:Diffuse,0.0842
12,task:Sleep,0.0task:Diffuse,0.0842
13,task:Sleep,0.0task:Diffuse,0.0842
14,task:Sleep,0.0task:Diffuse,0.0842
15,task:Sleep,0.0task:Diffuse,0.0842
16,task:Sleep,0.0task:Diffuse,0.0842
17,task:Sleep,0.0task:Diffuse,0.0842
18,task:10-0,0.0task:Sleep,0.0task:Diffuse,0.0842
